"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
46,8," Sales"," Black"," Male",33," >50K"," Maried"," School"," Gov"," United-States"
20,8," Priv-house-serv"," White"," Female",24," <=50K"," Widowed"," School"," Private"," United-States"
37,12," Prof-specialty"," White"," Female",34," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
20,9," Farming-fishing"," White"," Male",43," <=50K"," Seperated"," School"," Private"," United-States"
50,12," Other-service"," White"," Male",34," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
63,8," Machine-op-inspct"," White"," Female",39," <=50K"," Maried"," School"," Private"," United-States"
68,10," Other-service"," White"," Female",64," >50K"," Maried"," Assoc_Degree"," Gov"," United-States"
21,6," Sales"," White"," Female",49," <=50K"," Unmaried"," School"," Private"," United-States"
29,10," Exec-managerial"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," Other"
44,12," Adm-clerical"," White"," Male",40," >50K"," Maried"," Bachelors"," Private"," United-States"
22,9," Craft-repair"," White"," Male",62," <=50K"," Unmaried"," School"," Private"," United-States"
44,12," Transport-moving"," White"," Female",34," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
21,6," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
40,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
36,13," Prof-specialty"," White"," Male",39," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
51,9," Prof-specialty"," White"," Male",48," <=50K"," Maried"," School"," Gov"," United-States"
24,12," Prof-specialty"," White"," Female",60," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
40,8," Exec-managerial"," White"," Female",39," >50K"," Maried"," School"," Gov"," United-States"
31,14," Prof-specialty"," White"," Female",40," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
46,12," Prof-specialty"," White"," Male",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
20,8," Other-service"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
36,8," Adm-clerical"," Black"," Female",39," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
50,16," Prof-specialty"," Amer-Indian-Eskimo"," Male",40," >50K"," Maried"," Post-Graduate"," Private"," United-States"
40,9," Prof-specialty"," White"," Female",40," >50K"," Seperated"," School"," Private"," United-States"
23,9," Sales"," White"," Female",29," <=50K"," Seperated"," School"," Self employed"," United-States"
47,12," Other-service"," White"," Female",44," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
29,10," Tech-support"," Black"," Female",39," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
46,8," Adm-clerical"," White"," Male",55," <=50K"," Maried"," School"," Self employed"," United-States"
41,10," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
29,9," Handlers-cleaners"," White"," Male",44," <=50K"," Unmaried"," School"," Private"," United-States"
37,3," Handlers-cleaners"," Black"," Male",40," <=50K"," Maried"," School"," Private"," Other"
44,10," Transport-moving"," White"," Male",49," >50K"," Maried"," School"," Gov"," United-States"
50,9," Other-service"," White"," Male",40," <=50K"," Maried"," School"," Without-pay"," United-States"
34,11," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
37,8," Other-service"," White"," Female",30," <=50K"," Widowed"," School"," Self employed"," United-States"
20,11," Prof-specialty"," White"," Female",35," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
45,14," Exec-managerial"," White"," Female",57," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
58,8," Adm-clerical"," Black"," Male",34," >50K"," Maried"," School"," Gov"," United-States"
55,9," Adm-clerical"," White"," Female",35," >50K"," Maried"," School"," Private"," United-States"
19,9," Adm-clerical"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
29,8," Farming-fishing"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
39,9," Sales"," White"," Male",49," <=50K"," Seperated"," School"," Self employed"," United-States"
48,8," Transport-moving"," White"," Male",49," >50K"," Maried"," School"," Private"," United-States"
42,13," Exec-managerial"," Amer-Indian-Eskimo"," Male",44," >50K"," Seperated"," School"," Gov"," United-States"
41,6," Sales"," White"," Female",40," <=50K"," Widowed"," Post-Graduate"," Private"," United-States"
79,13," Prof-specialty"," White"," Female",61," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
25,12," Prof-specialty"," Black"," Female",49," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
47,15," Priv-house-serv"," Asian-Pac-Islander"," Male",39," <=50K"," Seperated"," Bachelors"," Gov"," Other"
45,15," Prof-specialty"," White"," Male",39," >50K"," Maried"," Post-Graduate"," Private"," United-States"
20,3," Sales"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," Other"
42,9," Sales"," White"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
42,3," Machine-op-inspct"," Asian-Pac-Islander"," Male",33," <=50K"," Maried"," School"," Private"," Other"
38,10," Craft-repair"," Amer-Indian-Eskimo"," Male",43," >50K"," Maried"," School"," Gov"," United-States"
43,12," Craft-repair"," White"," Male",34," <=50K"," Maried"," School"," Private"," United-States"
16,10," Other-service"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
47,15," Prof-specialty"," White"," Male",39," >50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
64,9," Exec-managerial"," White"," Male",58," >50K"," Maried"," School"," Private"," United-States"
28,8," Adm-clerical"," White"," Female",34," <=50K"," Maried"," School"," Private"," Other"
19,7," Other-service"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
48,12," Craft-repair"," White"," Male",58," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
31,12," Adm-clerical"," White"," Female",44," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
18,10," Tech-support"," White"," Female",29," <=50K"," Unmaried"," School"," Gov"," United-States"
34,7," Tech-support"," White"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
45,12," Exec-managerial"," White"," Male",55," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
51,12," Sales"," White"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
22,8," Adm-clerical"," White"," Female",30," <=50K"," Maried"," School"," Private"," United-States"
44,12," Prof-specialty"," White"," Male",71," >50K"," Maried"," Bachelors"," Self employed"," United-States"
60,9," Protective-serv"," White"," Male",40," >50K"," Maried"," School"," Self employed"," United-States"
45,8," Other-service"," Black"," Male",35," <=50K"," Seperated"," School"," Private"," United-States"
29,9," Transport-moving"," White"," Male",53," <=50K"," Seperated"," School"," Private"," United-States"
45,9," Transport-moving"," White"," Male",43," >50K"," Maried"," School"," Self employed"," United-States"
40,12," Adm-clerical"," White"," Male",54," >50K"," Maried"," Bachelors"," Self employed"," United-States"
30,11," Adm-clerical"," Asian-Pac-Islander"," Female",35," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
26,12," Exec-managerial"," White"," Male",44," <=50K"," Unmaried"," Bachelors"," Private"," Other"
27,8," Other-service"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
17,6," Sales"," White"," Male",30," <=50K"," Unmaried"," School"," Private"," United-States"
29,13," Exec-managerial"," White"," Male",57," <=50K"," Maried"," Bachelors"," Gov"," Other"
43,12," Adm-clerical"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Without-pay"," United-States"
24,9," Other-service"," Black"," Female",35," <=50K"," Seperated"," School"," Private"," Other"
44,12," Adm-clerical"," White"," Female",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
31,11," Adm-clerical"," White"," Male",23," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
22,9," Craft-repair"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
53,14," Exec-managerial"," White"," Male",40," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
41,13," Prof-specialty"," White"," Male",55," >50K"," Maried"," Bachelors"," Self employed"," United-States"
39,9," Transport-moving"," White"," Male",40," >50K"," Maried"," School"," Gov"," United-States"
22,9," Other-service"," White"," Female",30," <=50K"," Widowed"," School"," Self employed"," United-States"
46,9," Other-service"," White"," Male",43," <=50K"," Maried"," School"," Private"," United-States"
40,12," Prof-specialty"," Asian-Pac-Islander"," Male",50," >50K"," Maried"," Bachelors"," Self employed"," United-States"
42,10," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
44,12," Sales"," White"," Female",43," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
34,10," Tech-support"," White"," Female",39," >50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
41,11," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
42,9," Exec-managerial"," White"," Male",43," >50K"," Maried"," Bachelors"," Gov"," United-States"
46,8," Other-service"," Black"," Female",30," <=50K"," Seperated"," School"," Private"," United-States"
35,15," Handlers-cleaners"," Other"," Male",43," <=50K"," Widowed"," School"," Private"," Other"
41,9," Adm-clerical"," Black"," Male",39," <=50K"," Maried"," School"," Private"," Other"
43,12," Adm-clerical"," Black"," Female",40," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
42,14," Prof-specialty"," White"," Female",46," >50K"," Maried"," Post-Graduate"," Private"," United-States"
22,6," Farming-fishing"," White"," Female",30," <=50K"," Unmaried"," School"," Self employed"," United-States"
20,11," Adm-clerical"," Black"," Female",44," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
24,10," Machine-op-inspct"," White"," Female",42," <=50K"," Seperated"," School"," Private"," United-States"
65,9," Adm-clerical"," White"," Female",35," <=50K"," Seperated"," School"," Private"," United-States"
23,10," Sales"," Black"," Male",67," <=50K"," Unmaried"," School"," Self employed"," United-States"
15,9," Prof-specialty"," Black"," Male",9," <=50K"," Unmaried"," School"," Private"," United-States"
43,14," Handlers-cleaners"," White"," Male",43," <=50K"," Maried"," Post-Graduate"," Gov"," United-States"
43,14," Prof-specialty"," Amer-Indian-Eskimo"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
32,8," Craft-repair"," White"," Male",57," <=50K"," Seperated"," School"," Private"," United-States"
50,8," Sales"," White"," Female",39," <=50K"," Maried"," School"," Private"," United-States"
22,10," Craft-repair"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
28,10," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
17,7," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
19,9," Adm-clerical"," Black"," Female",42," <=50K"," Seperated"," School"," Private"," United-States"
29,9," Exec-managerial"," Asian-Pac-Islander"," Male",92," <=50K"," Maried"," School"," Self employed"," Other"
64,8," Transport-moving"," White"," Male",34," >50K"," Maried"," School"," Self employed"," Other"
62,13," Prof-specialty"," White"," Male",88," <=50K"," Maried"," Post-Graduate"," Self employed"," United-States"
44,13," Prof-specialty"," White"," Male",60," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
31,9," Craft-repair"," Black"," Male",39," <=50K"," Unmaried"," School"," Gov"," United-States"
51,8," Other-service"," Black"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
62,9," Farming-fishing"," White"," Male",66," <=50K"," Maried"," School"," Self employed"," United-States"
44,9," Sales"," White"," Male",43," >50K"," Maried"," School"," Self employed"," United-States"
36,10," Adm-clerical"," White"," Female",35," >50K"," Maried"," School"," Gov"," United-States"
38,9," Transport-moving"," Black"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
50,16," Prof-specialty"," White"," Male",40," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
41,9," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
31,8," Adm-clerical"," White"," Female",39," <=50K"," Maried"," School"," Private"," Other"
20,8," Adm-clerical"," White"," Female",9," <=50K"," Unmaried"," School"," Self employed"," United-States"
43,12," Prof-specialty"," White"," Male",43," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
38,10," Prof-specialty"," White"," Female",74," <=50K"," Seperated"," School"," Private"," United-States"
39,14," Prof-specialty"," White"," Female",44," >50K"," Maried"," Post-Graduate"," Private"," United-States"
62,9," Transport-moving"," Black"," Male",49," <=50K"," Maried"," School"," Private"," United-States"
46,12," Adm-clerical"," Black"," Female",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
55,10," Sales"," White"," Male",21," <=50K"," Maried"," School"," Private"," United-States"
46,12," Sales"," White"," Male",39," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
60,3," Transport-moving"," White"," Male",50," <=50K"," Maried"," School"," Self employed"," United-States"
23,15," Prof-specialty"," White"," Male",40," >50K"," Unmaried"," Post-Graduate"," Self employed"," United-States"
22,7," Machine-op-inspct"," White"," Female",17," <=50K"," Unmaried"," School"," Private"," United-States"
59,12," Adm-clerical"," White"," Female",35," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
19,6," Other-service"," Black"," Female",40," <=50K"," Unmaried"," School"," Gov"," United-States"
